EXECUTION_TIME,URL_PROPIEDAD,PORTAL,TIPO_PROPIEDAD,OPERACION,COMUNA,BARRIO,LATITUD,LONGITUD,PRECIO_UF,M2_UTIL,M2_TOTAL,DORMITORIOS,BANIOS,CORREDORA,CODIGO_INTERNO,URL_PLP,POSICION,SELLER_THERMOMETER,ESTACIONAMIENTO,BODEGA,ORIENTACION,GASTOS_COMUNES,PISO,ANIO,TITULO_PROPIEDAD,IMAGES,DESCRIPCION
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3448621696-linda-y-acogedora-casa-en-umbrales-de-buin-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.7340171,-70.7622574,13.83569483488356,65,110,3,2,,45296,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana#applied_filter_id%3Dcity%26applied_filter_name%3DCiudades%26applied_filter_order%3D1%26applied_value_id%3DTUxDQ0JVSTc4MWEw%26applied_value_name%3DBuin%26applied_value_order%3D2%26applied_value_results%3D116%26is_custom%3Dfalse%26view_more_flag%3Dtrue,23,3,2,0,,,,2026,Linda Y Acogedora Casa En Umbrales De Buin,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_942938-MLC88919392388_082025-F-linda-y-acogedora-casa-en-umbrales-de-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_888035-MLC100346923254_122025-F-linda-y-acogedora-casa-en-umbrales-de-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_760548-MLC100840645003_122025-F-linda-y-acogedora-casa-en-umbrales-de-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_842877-MLC100840197999_122025-F-linda-y-acogedora-casa-en-umbrales-de-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_742176-MLC100839940027_122025-F-linda-y-acogedora-casa-en-umbrales-de-buin.webp""""]}"",""['Arriendo Casa en Umbrales de Buin / Excelente Conectividad y Entorno Familiar\n¡Tu nuevo hogar te espera en uno de los sectores más consolidados de la comuna de Buin!\n\nSe arrienda cómoda y luminosa casa de 2 pisos ubicada en el tranquilo y residencial barrio Umbrales de Buin, ideal para familias que buscan calidad de vida y excelente conectividad.\n\nLa propiedad cuenta con 3 dormitorios, 2 baños, cocina amoblada, amplio living comedor, antejardín y un espacioso patio trasero, perfecto para disfrutar en familia o con amigos.\n\nSu ubicación es privilegiada, en un entorno seguro y consolidado, cercano a todos los servicios básicos que ofrece la comuna, como supermercados, colegios, centros de salud y locomoción directa tanto a Buin como a Santiago. Además, cuenta con excelente conectividad a través de la Autopista Ruta 5 Sur, lo que permite traslados rápidos y cómodos.\n\nUna gran oportunidad para vivir en un entorno tranquilo, con todo lo que necesitas a tu alcance\n\nPara mayor información, Contáctanos!']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3480018706-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.7584351,-70.7445502,23.898018351162513,116,116,3,3,,40,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_49_NoIndex_True,84,0,2,0,,100000,,2024,Se Arrienda Casa En Valle La Araucaria  Buin | Modelo Roble,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_961668-MLC102902132302_012026-F-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_845183-MLC103552545407_012026-F-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_951100-MLC103551960027_012026-F-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_944913-MLC103036454256_012026-F-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_624250-MLC103551960033_012026-F-se-arrienda-casa-en-valle-la-araucaria-buin-modelo-roble.webp""""]}"",""['Se arrienda hermosa casa modelo Roble ubicada en el consolidado y tranquilo condominio Valle La Araucaria, en la comuna de Buin.\nLa propiedad destaca por su buena distribución, luminosidad y entorno familiar, ideal para quienes buscan calidad de vida, seguridad y buena conectividad.\n\nCaracterísticas generales:\nCasa modelo Roble\nBarrio residencial tranquilo\nEntorno familiar y seguro\nCercana a colegios, supermercados y servicios\nBuena conectividad hacia rutas principales\n\nValor de GGCC $100.000 aprox.']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3482279260-casa-aislada-en-condominio-seguro-73517-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.7453339,-70.7459238,16.22549666999981,92,182,3,3,,73517,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_49_NoIndex_True,65,4,2,0,,,1,2018,Casa Aislada En Condominio Seguro (73517),""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_766107-MLC102979435418_012026-F-casa-aislada-en-condominio-seguro-73517.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_741904-MLC102979435408_012026-F-casa-aislada-en-condominio-seguro-73517.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_769826-MLC102979435434_012026-F-casa-aislada-en-condominio-seguro-73517.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_779449-MLC102979435410_012026-F-casa-aislada-en-condominio-seguro-73517.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_798603-MLC102979435424_012026-F-casa-aislada-en-condominio-seguro-73517.webp""""]}"",""['DISPONIBLE DESDE EL 5 DE NOVIEMBRE\nLinda casa aislada en Condominio Caicura! cuenta con 92m2 construidos en un terreno de 183 m2 emplazada en un agradable y seguro Condominio ubicado en el sector de Villaseca, con locomoción colectiva a la puerta, cercano a supermercados, colegios, negocios locales, a minutos del centro de Buin y la principales vías de acceso por Ruta 5 Sur.\nCARACTERÍSTICAS DESTACADAS: \n-Condominio seguro \n-Juegos infantiles \n-Áreas verdes \nDISTRIBUCIÓN PRIMER PISO: \n-Living comedor \n-Cocina amoblada y equipada \n-Dormitorio principal en suite\n-Baño de visitas\nSEGUNDO PISO:\n-Amplia sala de estar\n-2 dormitorios amplios! con closet incorporados\n-Baño completo\nEXTERIOR \n-Antejardín\n-Entrada para 2 vehículos \n-Patio trasero con gran cobertizo y pasto sintético para distribuir y diseñar a tu gusto\n-Logia con cerámica\n\nREQUISITOS DE ARRIENDO:\n-Acreditar renta 3 veces más al valor del arriendo\n-Contar con Codeudor Solidario\n-No tener registros negativos en DICOM\n-Garantía\nConsiderar comisión de corretaje que se paga por única vez\n(73517)']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-1809933069-tranquila-en-condominio-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.7481261,-70.7432477,13.83569483488356,,111,3,2,,KP457514,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_49_NoIndex_True,93,4,1,0,,,1,2019,Tranquila En Condominio,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_638493-MLC102985909072_012026-F-tranquila-en-condominio.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_798736-MLC102985909076_012026-F-tranquila-en-condominio.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_955773-MLC102985909050_012026-F-tranquila-en-condominio.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_883044-MLC102985909048_012026-F-tranquila-en-condominio.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_801847-MLC102985909068_012026-F-tranquila-en-condominio.webp""""]}"",""['En arriendo casa de 2 pisos en tranquilo condominio de 2 pisos 3 dormitorios, 2 baños y 2 amplio estacionamientos.\nLa cocina se encuentra en el primer piso es tradicional con encimera a gas y tiene salida a una al jardín principal donde se encuentra un maravillo quincho, la conexión para lavadora se encuentra en el baño del primer piso.\nEn el segundo piso se encuentran los dormitorio, todos posen sus propios closet. \nLa casa se entrega con cortinas roler y luces instaladas en \nEl agua caliente es a través calefont.\n\nPor el sector se pueden encontrar, plazas y cancha de deporte.\nExcelente conectividad por Ruta 5.\n\nContáctanos para una visita!\n\n<> REQUISITOS PARA ARRENDAR\n- Renta líquida equivalente a 3 veces el valor del arriendo (SE PUEDE COMPLEMENTAR)\n- Un año de antiguedad laboral y contrato vigente e indefinido\n- Cédula chilena vigente o solicitud de definitiva en trámite\n- Certificado DICOM Platinum 360 (SIN DEUDAS REGISTRADAS)\n\n<> PAGO INICIAL\nAl momento de arrendar los pagos son:\n- 1 mes de arriendo\n- 1 mes de garantía\n- Comisión de corretaje: 50% del valor del arriendo + IVA (pago único)\n- Gasto notarial: $15.000. \n\n- KP457514 - KPT010305 -']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3484379396-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.73656,-70.7156498,20.124647032557906,87,160,3,3,,138859,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_49_NoIndex_True,57,4,1,1,,,1,2017,Arriendo Casa En Condo 3 Dorm 3 Baños Piscina (138859),""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_605053-MLC103037951880_012026-F-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_780376-MLC103547339121_012026-F-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_798255-MLC103547339127_012026-F-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_695518-MLC103547339151_012026-F-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_840279-MLC103547339141_012026-F-arriendo-casa-en-condo-3-dorm-3-banos-piscina-138859.webp""""]}"",""['DISPONIBLE DESDE 01/03/26\nBoedo Propiedades arrienda casa en condominio Los Almendros en Buin Oriente\n3 dormitorios con closet, 3 baños, estacionamiento y piscina.\n\n. Sala de estar y comedor amplios, luminosos, con vistas al jardín y piscina\n. Cocina amplia, amoblada y equipada\n. Logia amplia y techada con conexión para lavadora y secadora \n. Dormitorio principal en suite y primer piso\n2° piso:\n. Espacio ideal para escritorio o home office\n. Dos dormitoriosm con closet, vista al jardín\n. 3 baños\n. Patio con piscina y vegetación\n. Estacionamiento techado para dos vehículos\n. Sala para gimnasio o bodega\n\n. Cercana a estación Buin del tren, locomoción, supermercados, centros comerciales, centros médicos, colegios\n\nCondominio con seguridad 24/7, cámaras y portón de apertura rápida.\n2 plazas con juegos infantiles, cableado subterráneo, estacionamiento para visitas.\n\nVen a vivir bien, ven a vivir Buin.\n(138859)']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3485510190-arriendo-amplia-casa-en-buin-3d3b2e-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.7315361,-70.7219331,17.609066153488168,120,180,3,3,,,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_97_NoIndex_True,104,3,1,1,,20000,,,Arriendo Amplia Casa En Buin 3d+3b+2e,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_985008-MLC103555011419_012026-F-arriendo-amplia-casa-en-buin-3d3b2e.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_920828-MLC103555011417_012026-F-arriendo-amplia-casa-en-buin-3d3b2e.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_995629-MLC103040457644_012026-F-arriendo-amplia-casa-en-buin-3d3b2e.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_869941-MLC103555577125_012026-F-arriendo-amplia-casa-en-buin-3d3b2e.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_696294-MLC103555706069_012026-F-arriendo-amplia-casa-en-buin-3d3b2e.webp""""]}"",""['ARRIENDO CASA  EN BUIN \n\nHermosa casa en seguro y tranquilo sector de Buin, total 180 M2\n\n3D  + 3B  + 2E \n\nEspectacular Casa, ubicada en condominio de Buin. Una gran experiencia de vivir en un sector residencial pero alejado del atochamiento de Santiago.\n\nLa casa consta de:\n\nPrimer Nivel:\n\nAcceso a la propiedad con estacionamiento interior y techados para 2 vehículos, ante jardín, acceso principal y acceso a patio trasero. \n\nLiving y comedor amplios con calefacción, ventanales de con preciosa vista al patio, lamparas colgantes. Cocina totalmente equipada con horno, cocina encimera con campana y gran capacidad de almacenaje, toda la cocina realizada armoniosamente de colores combinados. Bodega cerrada para almacenamiento de cosas en el interior de la casa.\n\nAmpliación para logia muy amplia que lleva al patio trasero, además de un baño de invitados privado.\n\nPatio con terraza techada, quincho, horno y lindas lamparas decorativas.\n\nHabitación principal con doble closet, espacio para poner un rack o mueble y la televisión, vista hacia afuera con buena iluminación interior. Baño en Suite.\n\nSegundo Nivel:\n\nHall de acceso a las habitaciones que puede ser utilizado como escritorio home office, dos habitaciones de muy buen tamaño que ingresa cama de 2 plazas, las cuales tienen closet y hermosa vista posterior a la casa.\n\nBaño completo que comparten las habitaciones del segundo nivel.\n\nTodas las habitaciones de la casa presentan cortinas Roller, presentan además lamparas, 4 cámaras instaladas en distintos lugares en el exterior que pueden verse desde el celular por una aplicación. El sector posee muy buena conexión a internet por fibra óptica para trabajar por home office.\n\nLlave eléctrica para acceso a condominio además de presentar conserjería (gastos comunes muy bajos de $20.000.- aproximados)\n\nParque interior en el interior del condominio con juegos infantiles. Acceso muy cercano a Ruta Sur o 79, comercios, bencinera y colegio muy cercanos al condominio.\n\nValor de arriendo: $700.000.- mensuales\n\nRequisitos:\n\n3 últimas liquidaciones de sueldo\n\n12 cotizaciones AFP\n\nRenta 3 veces el canon de arriendo de la propiedad (se puede complementar)\n\nInforme Dicom platinum\n\nDocumentar el año con cheques o aval\n\nAl momento de firmar contrato se debe pagar mes de arriendo + 2 meses de garantía + 50% valor arriendo por concepto corretaje']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-1795745975-casa-santiago-sandoval-las-vinas-ii-villaseca-buin-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.748201,-70.7504768,10.816997779999875,48,81,2,1,,,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/buin-metropolitana/_Desde_97_NoIndex_True,98,0,1,0,,,,2006,""Casa Santiago Sandoval, Las Viñas Ii Villaseca Buin."",""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_711367-MLC103125479916_012026-F-casa-santiago-sandoval-las-vinas-ii-villaseca-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_637200-MLC89063167425_072025-F-casa-santiago-sandoval-las-vinas-ii-villaseca-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_902806-MLC89063167595_072025-F-casa-santiago-sandoval-las-vinas-ii-villaseca-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_663319-MLC89062634173_072025-F-casa-santiago-sandoval-las-vinas-ii-villaseca-buin.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_709938-MLC89063188901_072025-F-casa-santiago-sandoval-las-vinas-ii-villaseca-buin.webp""""]}"",""['Geo&Cec Propiedades Arrienda, casa sólida, 2 pisos, 2 dormitorios (piso flotante) , 1 baño, amplio living comedor (piso cerámico), cocina y comedor de diario muy amplio, estacionamiento techado viga a la vista, ante-jardín, portón de corredera. Inmueble emplazado en sector residencial, tranquilo. Conmectividad inmediata, cercano a centro de la comuna de Buin. Valor rebajado.']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3485276566-casa-en-arriendo-en-villa-jesus-calera-de-tango-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.6120055,-70.8199244,13.83569483488356,100,150,3,2,,,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/calera-de-tango-metropolitana#applied_filter_id%3Dcity%26applied_filter_name%3DCiudades%26applied_filter_order%3D1%26applied_value_id%3DTUxDQ0NBTDc5N2Rm%26applied_value_name%3DCalera+De+Tango%26applied_value_order%3D3%26applied_value_results%3D39%26is_custom%3Dfalse%26view_more_flag%3Dtrue,33,3,1,0,,,,,Casa En Arriendo En Villa Jesús  Calera De Tango,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_954402-MLC103037841464_012026-F-casa-en-arriendo-en-villa-jesus-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_874544-MLC103552772425_012026-F-casa-en-arriendo-en-villa-jesus-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_865539-MLC103552772423_012026-F-casa-en-arriendo-en-villa-jesus-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_902174-MLC103552772547_012026-F-casa-en-arriendo-en-villa-jesus-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_989995-MLC103552553673_012026-F-casa-en-arriendo-en-villa-jesus-calera-de-tango.webp""""]}"",""['Casa en Arriendo en Villa Jesús – Calera de Tango\n\n3 Dormitorios | 2 Baños | Amplio Patio | Estacionamiento Techado\n\nSe arrienda cómoda y amplia casa ubicada en el tranquilo sector residencial Villa Jesús, comuna de Calera de Tango, ideal para familias que buscan espacio, privacidad y buena distribución.\n\nCaracterísticas de la propiedad:\n\nSuperficie construida: 100 m²\n\nSuperficie de terreno: 150 m²\n\nDormitorios: 3 amplios dormitorios\n\nBaños: 2 baños completos\n\nDormitorio principal en suite, con walk-in closet y baño con tina\n\nBaño principal con ducha shower\n\nCocina americana amoblada\n\nLiving y comedor separados\n\nPisos de cerámica en toda la vivienda\n\nPatio trasero amplio, ideal para quincho o área familiar\n\nEstacionamiento con cobertizo techado\n\nProtecciones instaladas para mayor seguridad\n\nEntorno:\n\nUbicada en un sector residencial consolidado, tranquilo y familiar, con buena conectividad dentro de la comuna de Calera de Tango.\n\nContáctenos']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-3485486868-casa-en-arriendo-de-3-dorm-en-calera-de-tango-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.6126641,-70.7868705,37.733713186046074,320,1000,3,4,,104665,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/calera-de-tango-metropolitana#applied_filter_id%3Dcity%26applied_filter_name%3DCiudades%26applied_filter_order%3D1%26applied_value_id%3DTUxDQ0NBTDc5N2Rm%26applied_value_name%3DCalera+De+Tango%26applied_value_order%3D3%26applied_value_results%3D39%26is_custom%3Dfalse%26view_more_flag%3Dtrue,24,4,1,0,,,,2014,Casa En Arriendo De 3 Dorm. En Calera De Tango,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_803379-MLC103060816230_012026-F-casa-en-arriendo-de-3-dorm-en-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_695658-MLC103060816246_012026-F-casa-en-arriendo-de-3-dorm-en-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_646671-MLC103060816244_012026-F-casa-en-arriendo-de-3-dorm-en-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_834880-MLC103060816262_012026-F-casa-en-arriendo-de-3-dorm-en-calera-de-tango.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_933742-MLC103060816250_012026-F-casa-en-arriendo-de-3-dorm-en-calera-de-tango.webp""""]}"",""['Hermosa y moderna casa en arriendo, en Calera de Tango, Ubicada en Camino Lonquén norte,\r\n\r\nEsta casa recién remodelada, cuenta con una amplia cocina full equipada con encimera vitrocerámica , horno y extractor eléctricos.\r\n\r\nUna maravillosa isla en granito blanco, piso flotante y porcelanato.\r\nAmplia logia independiente, living y comedor con ventanales hacia el jardín. \r\nUn gran dormitorio principal con su walking closet y baño, cuenta además con dos dormitorios, cada uno con su baño.\r\nCuenta con un amplio jardín perfecto para relajarse o entretener a tus invitados, y un amplio espacio de estacionamiento en el cual caben hasta 6 autos.\r\n\r\nSe encuentra en conjunto cerrado, el cual tiene vigilancia 24/7.\r\nA minutos de colegios, restaurants, comercio en general, autopista 5 sur y mall plaza sur.']"""
"2026-01-15 21:19:10.362911-03,https://www.portalinmobiliario.com/MLC-1810835947-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend-_JM,Portal Inmobiliario,casa,Arriendo,Lo Barnechea,,-33.5103225,-70.7039065,20.124647032557906,150,150,4,2,,,https://www.portalinmobiliario.com/arriendo/casa/propiedades-usadas/cerrillos-metropolitana#applied_filter_id%3Dcity%26applied_filter_name%3DCiudades%26applied_filter_order%3D1%26applied_value_id%3DTUxDQ0NFUjFjYjRk%26applied_value_name%3DCerrillos%26applied_value_order%3D4%26applied_value_results%3D18%26is_custom%3Dfalse%26view_more_flag%3Dtrue,9,0,1,0,,,,2024,*se Arrienda Casa En Cerrillos*  ¡oportunidad Única! Arriend,""{""""n_img"""": 5, """"images"""": [""""https://http2.mlstatic.com/D_NQ_NP_661951-MLC103036802114_012026-F-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_899504-MLC103552079939_012026-F-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_845736-MLC103552765541_012026-F-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_855463-MLC103036802116_012026-F-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend.webp"""",""""https://http2.mlstatic.com/D_NQ_NP_678289-MLC103551644585_012026-F-se-arrienda-casa-en-cerrillos-oportunidad-unica-arriend.webp""""]}"",[]"
