row_index,url,column,raw_value,issue_type,message,value_used,requires_manual_review
122,https://www.portalinmobiliario.com/MLC-1773014877-casa-en-venta-en-vitacura-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_86...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
123,https://www.portalinmobiliario.com/MLC-3456383094-casa-en-venta-de-6-dorm-en-vitacura-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_74...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
124,https://www.portalinmobiliario.com/MLC-1695616463-departamento-en-venta-de-1-dorm-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_2X...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
125,https://www.portalinmobiliario.com/MLC-1764995649-depto-en-nunoa-condiciones-esp-financiamiento-_JM,LATITUD/LONGITUD,"(45.4200572, -75.7003397)",coordinates_invalid,"Coordenadas fuera de Chile: (45.4200572, -75.7003397)","(0.0, 0.0)",True
125,https://www.portalinmobiliario.com/MLC-1764995649-depto-en-nunoa-condiciones-esp-financiamiento-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_88...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
126,https://www.portalinmobiliario.com/MLC-3458340654-se-vende-promesa-de-compraventa-100-uf-departamento-1d1b-_JM,IMAGES,"{""""""""n_img"""""""": 3, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_82...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
127,https://www.portalinmobiliario.com/MLC-1765321413-depto-en-las-condes-condiciones-esp-financiamiento-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_85...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
128,https://www.portalinmobiliario.com/MLC-2967744432-departamento-en-venta-de-3-dorm-en-las-condes-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_2X...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
129,https://www.portalinmobiliario.com/MLC-1763504071-departamento-en-venta-en-las-condes-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_98...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
130,https://www.portalinmobiliario.com/MLC-1801268925-barrio-vaticano-duplex-full-remodelado-_JM,LATITUD/LONGITUD,"(3e-05, 3e-05)",coordinates_invalid,No convertible a número (original: '3e-05'),"(0.0, 0.0)",True
130,https://www.portalinmobiliario.com/MLC-1801268925-barrio-vaticano-duplex-full-remodelado-_JM,IMAGES," Dúplex Full Remodelado"""",{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://htt...",images_json_invalid,JSON inválido: Expecting value: line 1 column 1 (char 0),(lista vacía),True
131,https://www.portalinmobiliario.com/MLC-1781378429-venta-depto-4-dorm4ban2est-bod-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_93...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
132,https://www.portalinmobiliario.com/MLC-1773084985-departamento-en-venta-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_88...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
133,https://www.portalinmobiliario.com/MLC-1731265025-lo-barnechea-hermoso-depto-3d-2b-como-nuevo-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_85...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
134,https://www.portalinmobiliario.com/MLC-3456176208-lujoso-departamento-en-venta-de-5-dorm-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_70...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
135,https://www.portalinmobiliario.com/MLC-3433040980-departamento-en-venta-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_83...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
136,https://www.portalinmobiliario.com/MLC-1795681407-se-vende-departamento-en-comuna-de-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_91...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
137,https://www.portalinmobiliario.com/MLC-3488151582-departamento-en-venta-de-5-dorm-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_70...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
138,https://www.portalinmobiliario.com/MLC-1811499657-departamento-en-venta-de-2-dorm-en-lo-barnechea-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_80...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
139,https://www.portalinmobiliario.com/MLC-1724667615-espectacular-penthouse-tulum-_JM,LATITUD/LONGITUD,"(20.2114185, -87.4653502)",coordinates_invalid,"Coordenadas fuera de Chile: (20.2114185, -87.4653502)","(0.0, 0.0)",True
139,https://www.portalinmobiliario.com/MLC-1724667615-espectacular-penthouse-tulum-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_2X...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
140,https://www.portalinmobiliario.com/MLC-1771170497-departamento-en-venta-de-2-dorm-con-estac-y-bod-en-nunoa-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_93...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
141,https://www.portalinmobiliario.com/MLC-3452995694-impecable-depto-renovado-3d2b-nunoa-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_79...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
142,https://www.portalinmobiliario.com/MLC-3456442436-departamento-en-venta-de-2-dorm-en-providencia-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_92...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
143,https://www.portalinmobiliario.com/MLC-1809821093-departamento-en-venta-en-providencia-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_63...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
144,https://www.portalinmobiliario.com/MLC-1735208117-nororiente-quincho-en-azotea-con-vista-a-la-cordillera-_JM,LATITUD/LONGITUD,"(3e-05, 3e-05)",coordinates_invalid,No convertible a número (original: '3e-05'),"(0.0, 0.0)",True
144,https://www.portalinmobiliario.com/MLC-1735208117-nororiente-quincho-en-azotea-con-vista-a-la-cordillera-_JM,IMAGES," Quincho En Azotea Con Vista A La Cordillera"""",{""""""""n_img"""""""": 5, """"""""images""...",images_json_invalid,JSON inválido: Expecting value: line 1 column 1 (char 0),(lista vacía),True
145,https://www.portalinmobiliario.com/MLC-3480265836-departamento-en-venta-de-3-dorm-en-providencia-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_98...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
146,https://www.portalinmobiliario.com/MLC-3433196424-exclusivo-nuevo-sin-comision-mejor-sector-de-vitacura-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_99...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
147,https://www.portalinmobiliario.com/MLC-3458205296-impecable-3d-4b-servicios-y-estar-i-4e-i-colegio-san-benito-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_91...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
148,https://www.portalinmobiliario.com/MLC-1768177503-venta-maravilloso-dpto-de-300m2-4d-3b-las-nieves-vitacura-_JM,IMAGES," 4d-3b, Las Nieves, Vitacura"""",{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https:...",images_json_invalid,JSON inválido: Extra data: line 1 column 2 (char 1),(lista vacía),True
149,https://www.portalinmobiliario.com/MLC-1765380827-departamento-en-venta-en-vitacura-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_84...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
150,https://www.portalinmobiliario.com/MLC-3489545384-exclusivo-departamento-en-venta-con-jardin-en-lo-curro-_JM,IMAGES,"{""""""""n_img"""""""": 5, """"""""images"""""""": [""""""""https://http2.mlstatic.com/D_NQ_NP_90...",images_json_invalid,JSON inválido: Expecting ':' delimiter: line 1 column 4 (char 3),(lista vacía),True
